OBJECTID,CATAREA,CUM_AREA,nzsegment,LENGTHDOWN,Headwater,Hydseq,StreamOrde,euclid_dis,upElev,downElev,upcoordX,downcoordX,downcoordY,upcoordY,sinuosity,nzreach_re,headw_dist,segslpmean,LID,reachtype,FROM_NODE,TO_NODE,Shape_Leng,Shape_Le_1,FLOWDIR,REGC2017,REGC2017_N,AREA_SQ_KM,LAND_SQ_KM,BioR__OBJE,BioR__BioR,BioR__Hect,BioR__Glob,BioR__Bi_1,BioR__SHAP,BioR__SH_1,EcoD_OBJEC,EcoD_ECOLO,EcoD_ECO_1,EcoD_ECO_2,EcoD_SHAPE,EcoD_SHA_1,name_2,RID,NAME,REG_COUNCL,CLASS,SUBCLASS,NZTM_N,NZTM_E,WIDTH_OF_M,SHLN_PERIM,SURFC_AREA,INTRTDL_AR,MEAN_DEPTH,TOTAL_VOL,TDAL_RANGE,TDAL_PRISM,CATCHMT_AR,R_INFL_VOL,n,distance,feature_x,feature_y,nearest_x,nearest_y
"498751",256461.363940835231915,896707968.000000000000000,"14229963",0.000000000000000,"0","500922","6",477.604438840000000,19.034494400000000,2.416024923320000,1434674.088800000259653,1434989.400499999988824,4993970.652300000190735,4994330.331299999728799,1.082064053510000,"14034067","83536",1.992830119850000,"0","0","507602","507804",516.798595063999983,516.798595064099118,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"589","62.03",Oamaru,Wainono,108210.083679141942412,-448219007.883469581604004,Kakanui River,"207",Kakanui River,ORC,6. Tidal river mouth,6B. Spit enclosed,4993906.906000000424683,1434967.732000000076368,54.000000000000000,5743.000000000000000,190707.000000000000000,0.000000000000000,3.000000000000000,499116.999999999941792,1.600000000000000,308411.000000000058208,887.000000000000000,1008766.000000000116415,"1",67.328250300385037,1434989.400499999988824,4993970.652300000190735,1434967.732116699218750,4993906.906127929687500
"563779",415893.615261189814191,5706312704.000000000000000,"14295077",0.000000000000000,"0","564694","6",314.930150986000001,13.923742294300000,1.527016997340000,1383229.815399999963120,1383515.073700000066310,4896057.871799999848008,4896192.407700000330806,1.138450742900000,"14065999","285692",2.254194389190000,"0","0","573963","574041",358.532464351999977,358.532464351546651,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"614","69.03",Tokomairiro,Otago Coast,211960.598788907664130,-1625749305.864377737045288,Taiari River,"208",Taieri River,ORC,6. Tidal river mouth,6B. Spit enclosed,4896177.348000000230968,1383636.514999999897555,502.000000000000000,16620.000000000000000,1559802.000000000000000,10.000000000000000,3.000000000000000,3915461.000000000000000,1.700000000000000,2511015.000000000000000,5703.000000000000000,6056860.000000000000000,"1",170.360177406525764,1383515.073700000066310,4896057.871799999848008,1383636.515075683593750,4896177.348083496093750
"574249",127842.256929029419553,396168864.000000000000000,"14305529",0.000000000000000,"0","573635","6",213.190056053000006,7.382341384890000,2.286403417590000,1372101.185299999779090,1372266.461600000038743,4877375.449199999682605,4877510.166299999691546,1.118868524600000,"14069546","54238",1.369295823140000,"0","0","584653","584725",238.531643475000010,238.531643474844316,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"614","69.03",Tokomairiro,Otago Coast,211960.598788907664130,-1625749305.864377737045288,Tokomairaro River,"209",Tokomairiro River,ORC,7. Tidal lagoon,7A. Permanently open,4877338.927000000141561,1372326.331000000005588,165.000000000000000,11684.000000000000000,600104.000000000000000,51.000000000000000,2.000000000000000,1058980.000000000000000,1.700000000000000,765229.000000000000000,395.000000000000000,447528.999999999941792,"1",70.130028849811296,1372266.461600000038743,4877375.449199999682605,1372326.331115722656250,4877338.927124023437500
"577585",28903.638898063567467,8248573951.999999046325684,"15308908",0.000000000000000,"0","578315","7",136.824705372000011,2.028354883190000,1.756640791890000,1183984.699699999997392,1183849.425800000084564,4870453.695899999700487,4870438.952600000426173,1.124912986890000,"15054970","236640",0.113781028983000,"0","0","588111","588112",153.915887999000006,153.915887999320262,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"617","77.02",Tuatapere,Te Wae Wae,127773.971405881864484,-926925608.636836290359497,Waiau River,"210",Waiau River (ES),ES,3. Hāpua-type lagoon,3B. Medium,4871024.440000000409782,1182709.575999999884516,233.000000000000000,17538.000000000000000,758127.000000000000000,0.000000000000000,1.000000000000000,758127.000000000000000,0.000000000000000,0.000000000000000,8258.000000000000000,36764655.000000000000000,"1",1274.757343062797418,1183849.425800000084564,4870453.695899999700487,1182709.576110839843750,4871024.440124511718750
"581730",891081.519056124379858,712264704.000000000000000,"15312594",0.000000000000000,"0","581040","6",1249.301004559999910,18.828777313200000,0.583785295486000,1154335.926500000059605,1154278.550100000109524,4860530.986100000329316,4861778.696800000034273,1.118230874540000,"15057579","83771",0.836697561750000,"0","0","591954","592363",1397.006954890000088,1397.006954891541227,"1","15",Southland Region,55238.06039180000,31194.94615960000,"419",Fiordland,"1024660",{54DD06BD-32EF-4F82-AB23-AF3C5EA17F41},Fiordland,2340525.543295336421579,10246596908.780487060546875,"619","77.01",Waitutu,Te Wae Wae,135588.598326159524731,-591132655.586796522140503,Wairaurahiri River,"211",no-match,ES,5. Freshwater river mouth,,4863702.860999999567866,1131489.041999999899417,442.000000000000000,26014.000000000000000,5491384.000000000000000,0.000000000000000,7.000000000000000,38038249.000000000000000,2.000000000000000,10688413.000000000000000,147.000000000000000,910390.000000000116415,"1",23009.182192034462787,1154278.550100000109524,4860530.986100000329316,1131489.042114257812500,4863702.861083984375000
"583769",222959.332541886076797,1568347392.000000238418579,"15314982",0.000000000000000,"0","583862","6",489.241249283000002,9.757464408870000,1.694257736210000,1216683.197399999946356,1217149.219800000078976,4854133.866799999959767,4854283.051500000059605,1.079044515670000,"15059182","133620",0.944209130452000,"0","0","594368","594425",527.913086875999966,527.913086876043508,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"618","77.03",Longwood,Te Wae Wae,172754.828751324064797,-828992173.640069603919983,Aparima River,"212",Jacobs River (Riverton) Estuary,ES,7. Tidal lagoon,7A. Permanently open,4854024.697999999858439,1217099.922999999951571,202.000000000000000,31928.000000000000000,6697056.000000000000000,66.000000000000000,2.000000000000000,14697352.000000000000000,2.300000000000000,10151391.000000000000000,1570.000000000000000,2436035.000000000000000,"1",119.782994293382615,1217149.219800000078976,4854133.866799999959767,1217099.923095702892169,4854024.698120117187500
"586603",4511.540889137331760,3533396992.000000000000000,"15317836",0.000000000000000,"0","586423","8",21.213203435600001,2.652840852740000,1.369103431700000,1237916.746400000061840,1237931.730900000082329,4843621.426299999468029,4843606.372499999590218,1.001279331350000,"15060885","209483",3.463087113090000,"0","0","597305","597306",21.240342151699998,21.240342151715748,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"620","78.01",Southland Plains,Makarewa,250696.259822966414504,-2671124280.184489250183105,Oreti River,"213",New River (Oreti) Estuary,ES,8. Shallow drowned valley,,4838936.989000000059605,1237255.524999999674037,1141.000000000000000,137604.000000000000000,39823925.000000000000000,42.000000000000000,2.000000000000000,60268976.999999992549419,2.200000000000000,69607863.000000000000000,3948.000000000000000,6536643.000000000000000,"1",4732.991276279505655,1237931.730900000082329,4843621.426299999468029,1237255.525085449218750,4838936.989074707031250
"588545",335420.818667381245177,207174688.000000000000000,"15319477",1140.617616624986795,"0","588236","6",826.065372715999956,8.385432243349999,0.000000000000000,1276407.742199999978766,1276162.715858754934743,4834767.730968053452671,4835647.074900000356138,1.132029583200000,"15062103","34142",0.052367037946900,"0","0","599325","599372",1678.832132289999890,1678.832132294975963,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"627","78.02",Waituna,Makarewa,217672.220896388316760,-494706612.866169571876526,Titiroa Stream,"214",Toetoes Harbour,ES,7. Tidal lagoon,7A. Permanently open,4832677.694000000134110,1278015.718000000342727,61.000000000000000,56275.000000000000000,4745903.000000000000000,31.000000000000000,3.000000000000000,11871604.000000000000000,2.100000000000000,8589338.000000000000000,5639.000000000000000,9235000.000000000000000,"1",2793.183017797493449,1276162.715858754934743,4834767.730968053452671,1278015.718078613281250,4832677.694091796875000
"588751",37871.643735027275397,5388051456.000000000000000,"15319805",0.000000000000000,"0","588516","7",54.083269131999998,2.564334869380000,1.710534214970000,1273739.139699999941513,1273769.274399999994785,4833944.275299999862909,4833989.246799999848008,1.062818868640000,"15062291","240728",0.904441040787000,"0","0","599557","599563",57.480718911399997,57.480718911361109,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"627","78.02",Waituna,Makarewa,217672.220896388316760,-494706612.866169571876526,Mataura River,"215",Toetoes Harbour,ES,7. Tidal lagoon,7A. Permanently open,4832677.694000000134110,1278015.718000000342727,61.000000000000000,56275.000000000000000,4745903.000000000000000,31.000000000000000,3.000000000000000,11871604.000000000000000,2.100000000000000,8589338.000000000000000,5639.000000000000000,9235000.000000000000000,"1",4431.310401293017094,1273769.274399999994785,4833944.275299999862909,1278015.718078613281250,4832677.694091796875000
"590828",555996.319721270585433,321571296.000000000000000,"15001299",0.000000000000000,"0","590889","6",575.618797469000015,16.247007369999999,0.608937323093000,1216253.753599999938160,1216809.968200000002980,4793714.867200000211596,4793863.533200000412762,1.160137048520000,"15062927","33215",1.556195523910000,"0","0","601812","601818",667.796692766999968,667.796692767253376,"1","15",Southland Region,55238.06039180000,31194.94615960000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"630","79.03",Freshwater,Rakiura,71215.116395879565971,-157359775.334494084119797,Freshwater River,"216",Port William,ES,8. Shallow drowned valley,,4800361.902999999932945,1226071.527000000001863,1401.000000000000000,7416.000000000000000,2025798.000000000000000,5.000000000000000,7.000000000000000,14611959.000000000000000,1.900000000000000,3674593.000000000000000,21.000000000000000,32709.000000000000000,"1",11399.980666213727091,1216809.968200000002980,4793714.867200000211596,1226071.527099609375000,4800361.903076172806323
"593473",17605.035176352739654,21110665216.000000000000000,"14330003",,"0","583069","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1355561.781499999575317,4863428.106800000183284,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604795","604796",199.195001960000013,199.195001960344825,"1","14",Otago Region,38514.28971780000,31208.62756660000,"412",Southern South Island,"2096441",{6EAC30B6-3803-4153-A00C-23192C1D31BD},Southern South Island,2604408.466082237660885,20964413635.013725280761719,"614","69.03",Tokomairiro,Otago Coast,211960.598788907664130,-1625749305.864377737045288,Clutha River,"217",Clutha River,ORC,6. Tidal river mouth,6B. Spit enclosed,4864349.615000000223517,1356653.635999999940395,616.000000000000000,115002.000000000000000,6201797.000000000000000,5.000000000000000,3.000000000000000,16401711.000000001862645,1.700000000000000,10535431.000000000000000,21062.000000000000000,39999326.000000000000000,"1",1428.749122669241842,1355561.781499999575317,4863428.106800000183284,1356653.636108398437500,4864349.615112303756177
"593489",35548.870316989487037,2600181504.000000000000000,"13300016",,"0","413955","6",0.000000000000000,0.500000000000000,0.000000000000000,0.000000000000000,1549837.419800000265241,5143821.574300000444055,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","422503","604802",209.154028283999992,209.154028284237057,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"549","56.03",Ellesmere,Canterbury Plains,72986.129513421634329,-281584242.101643383502960,Te Waihora/Lake Ellesmere,"218",Lake Ellesmere (Waihora),ECAN,2. Waituna-type lagoon,2A. Coastal plain depression,5143801.452999999746680,1549788.574000000022352,4.000000000000000,151904.000000000000000,198162341.000000000000000,0.000000000000000,1.000000000000000,179138756.000000000000000,0.000000000000000,0.000000000000000,2635.000000000000000,2973178.000000000000000,"1",52.827686077287105,1549837.419800000265241,5143821.574300000444055,1549788.574096679687500,5143801.453125000000000
"593500",1960.952241287659945,3592428287.999999523162842,"13300038",0.000000000000000,"0","593513","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1576613.046000000089407,5195728.377600000239909,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604804","604806",59.305600410899999,59.305600410894193,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"526","56.02",Low Plains,Canterbury Plains,490931.608240127097815,-6170979530.094689369201660,Waimakariri River,"219",Waimakariri River,ECAN,6. Tidal river mouth,6B. Spit enclosed,5195785.950000000186265,1576658.931000000098720,518.000000000000000,26427.000000000000000,2725134.000000000000000,45.000000000000000,1.000000000000000,6746439.000000000000000,1.800000000000000,3733531.000000000000000,3546.000000000000000,7991022.000000000000000,"1",73.620861714493344,1576613.046000000089407,5195728.377600000239909,1576658.931091308593750,5195785.950073242187500
"593507",20113.440375717844290,1294927744.000000000000000,"13300023",,"0","384149","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1577724.765499999746680,5208400.268600000068545,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604810","604811",223.980001181999995,223.980001182121725,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"526","56.02",Low Plains,Canterbury Plains,490931.608240127097815,-6170979530.094689369201660,Ashley River/Rakahuri,"220",Ashley River,ECAN,3. Hāpua-type lagoon,3D. Intermittent,5209259.542000000365078,1577873.800000000046566,435.000000000000000,18117.000000000000000,1522496.000000000000000,0.000000000000000,1.000000000000000,761248.000000000000000,0.000000000000000,0.000000000000000,1309.000000000000000,1798778.000000000000000,"1",872.102222931480242,1577724.765499999746680,5208400.268600000068545,1577873.800109863281250,5209259.542114257812500
"593546",18722.117185521812644,2405488896.000000000000000,"13300005",,"0","443847","6",0.000000000000000,1.889556527140000,0.000000000000000,0.000000000000000,1468607.258600000292063,5095663.054700000211596,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","446761","604824",268.998094293999998,268.998094293505460,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"526","56.02",Low Plains,Canterbury Plains,490931.608240127097815,-6170979530.094689369201660,Opihi River,"221",Opihi River,ECAN,3. Hāpua-type lagoon,3C. Small,5095835.847000000067055,1468750.242000000085682,58.000000000000000,5868.000000000000000,160448.000000000000000,0.000000000000000,2.000000000000000,240672.000000000000000,0.000000000000000,0.000000000000000,2373.000000000000000,3003662.000000000000000,"1",224.279969533774221,1468607.258600000292063,5095663.054700000211596,1468750.242126464843750,5095835.847106933593750
"593565",38642.672263719148759,4039633920.000000000000000,"11100010",,"0","327680","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1688429.788900000043213,5404887.170099999755621,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","604826","604827",368.332729807000021,368.332729806979273,"1","18",Marlborough Region,17688.85654050000,10457.65338400000,"417",South Cook Strait,"1225007",{479B38CE-D474-43FE-B5E7-85052860F2A7},South Cook Strait,2834755.738296909257770,12250066949.409322738647461,"469","41.01",Blenheim,Wairau,106028.078787473583361,-382193814.645529210567474,Wairau River,"222",Wairau River,MDC,6. Tidal river mouth,6B. Spit enclosed,5405233.793999999761581,1688673.918999999994412,246.000000000000000,107355.000000000000000,16056402.000000000000000,20.000000000000000,3.000000000000000,44539663.000000000000000,1.300000000000000,18842997.000000000000000,4165.000000000000000,8749566.000000000000000,"1",423.966726883441538,1688429.788900000043213,5404887.170099999755621,1688673.919128417968750,5405233.794128417968750
"593596",17866.278160582885903,504278912.000000000000000,"13300007",,"0","426828","6",0.000000000000000,7.643815040590000,0.000000000000000,0.000000000000000,1538565.311400000005960,5139848.050099999643862,0.000000000000000,0.000000000000000,"0","0",0.000000000000000,"0","0","436277","604833",279.179940378000026,279.179940377601724,"1","13",Canterbury Region,56773.86937420000,44507.60389690000,"413",East Coast South Island,"1108122",{0F961E84-FFF0-4F16-9BBC-422F3620ED46},East Coast South Island,1345807.113818614045158,11081218286.227926254272461,"526","56.02",Low Plains,Canterbury Plains,490931.608240127097815,-6170979530.094689369201660,Rakaia River,"223",Rakaia River,ECAN,3. Hāpua-type lagoon,3A. Large,5138903.968000000342727,1536619.772000000113621,142.000000000000000,11039.000000000000000,610016.000000000000000,0.000000000000000,2.000000000000000,915023.000000000000000,0.000000000000000,0.000000000000000,2861.000000000000000,8388015.000000000000000,"1",2162.501803807070246,1538565.311400000005960,5139848.050099999643862,1536619.772094726562500,5138903.968078613281250
